,ID,location_name,lat,long,location_name_Initial
9606,2362839,Banlo,10.58333,-3.23333,B
9604,2362837,Banmbili,12.96667,0.3,B
9605,2362838,Banmbé,12.0194,-4.6119,B
9603,2362836,Banmkok Kyaro,13.15642,0.59675,B
9602,2362835,Banmwanou,12.3,0.73333,B
9601,2362834,Bannho,13.05974,0.02302,B
9600,2362833,Bannsyaga,13.01511,0.50275,B
10290,2570280,Banogo,12.30456,-1.50694,B
9599,2362832,Banogo,10.6,-4.15,B
9598,2362831,Banon,11.18333,-1.1,B
9597,2362829,Banou,11.76667,-3.3666699999999996,B
9596,2362828,Banou,12.16667,-3.2,B
9591,2362823,Banou Yao,11.68333,-3.3666699999999996,B
9594,2362826,Banouila,12.91667,-0.9,B
9593,2362825,Banoumba,12.31667,-3.03333,B
9592,2362824,Banounou,12.81667,-2.03333,B
9590,2362822,Banpolé,13.344170000000002,-0.56157,B
9589,2362821,Banpon,10.53333,-2.96667,B
9588,2362820,Banpourounga,13.462779999999999,-0.15748,B
9586,2362818,Bansigui,13.247520000000002,-0.6825600000000001,B
